Gen.2.12	Num.11.7	b
Gen.2.13	Isa.11.11	b
Gen.2.14	Deut.1.7	b
Gen.2.14	Deut.11.24	b
Gen.2.14	Dan.10.4	b
Gen.2.14	Gen.25.18	b
Gen.2.14	Gen.15.18	b
Gen.2.14	Rev.9.14	b
Gen.2.15	Eph.4.28	d
Gen.2.15	Ps.128.2	d
Gen.2.16	1Tim.4.4	d
Gen.2.16	Gen.3.1-Gen.3.2	b
Gen.2.16	1Sam.15.22	d
Gen.2.16	1Tim.6.17	d
Gen.2.17	Deut.30.19	d
Gen.2.17	Rev.20.14	d
Gen.2.17	Deut.27.26	d
Gen.2.17	Rom.5.12-Rom.5.21	d
Gen.2.17	Eph.2.1-Eph.2.6	d
Gen.2.17	Ezek.33.8	b
Gen.2.17	Deut.30.15	b
Gen.2.17	Rom.6.16	d
Gen.2.17	Rev.2.11	d
Gen.2.17	Rom.1.32	d
Gen.2.17	Gen.3.1-Gen.3.4	b
Gen.2.17	Rom.6.23	d
Gen.2.17	Rev.21.8	d
Gen.2.17	Ezek.18.32	d
Gen.2.17	Num.26.65	b
Gen.2.17	1Cor.15.56	d
Gen.2.17	Eph.5.14	d
Gen.2.17	Gen.3.17	b
Gen.2.17	Ezek.33.14	b
Gen.2.17	Gen.20.7	b
Gen.2.17	1Kgs.2.37	b
Gen.2.17	Rev.20.6	d
Gen.2.17	1Sam.20.31	b
Gen.2.17	Ezek.3.18-Ezek.3.20	b
Gen.2.17	Jas.1.15	d
Gen.2.17	1Sam.22.16	b
Gen.2.17	1Sam.14.44	b
Gen.2.17	Gal.3.10	d
Gen.2.17	Ezek.18.13	b
Gen.2.17	Col.2.13	d
Gen.2.17	Rom.8.2	d
Gen.2.17	1Kgs.2.42	b
Gen.2.17	1Tim.5.6	d
Gen.2.17	Jer.26.8	b
Gen.2.17	1John.5.16	d
Gen.2.17	1Sam.14.39	b
Gen.2.18	Ruth.3.1	d
Gen.2.18	Gen.3.12	d
Gen.2.18	Eccl.4.9-Eccl.4.12	b
Gen.2.18	1Cor.7.36	d
Gen.2.18	1Tim.2.11-1Tim.2.13	d
Gen.2.18	1Pet.3.7	d
Gen.2.19	Gen.1.28	b
Gen.2.19	Gen.9.2	b
Gen.2.19	Gen.1.20-Gen.1.26	b
Gen.2.19	Ps.8.4-Ps.8.8	b
Gen.2.21	Gen.15.12	b
Gen.2.21	Job.4.13	b
Gen.2.21	Job.33.15	b
Gen.2.21	1Sam.26.12	b
Gen.2.21	Dan.8.18	b
Gen.2.21	Prov.19.15	b
Gen.2.22	Prov.18.22	d
Gen.2.22	1Tim.2.13	d
Gen.2.22	Heb.13.4	d
Gen.2.22	Prov.19.14	d
Gen.2.23	Judg.9.2	b
Gen.2.23	2Sam.5.1	b
Gen.2.23	Gen.29.14	b
Gen.2.23	2Sam.19.13	b
Gen.2.23	Eph.5.28-Eph.5.30	b
Gen.2.24	Rom.7.2	d
Gen.2.24	Prov.12.4	d
Gen.2.24	Eph.5.28-Eph.5.31	b
Gen.2.24	Matt.19.3-Matt.19.9	b
Gen.2.24	Gen.24.58-Gen.24.59	d
Gen.2.24	Prov.31.10	d
Gen.2.24	1Tim.5.14	d
Gen.2.24	Mark.10.6-Mark.10.12	b
Gen.2.24	Lev.22.12-Lev.22.13	d
Gen.2.24	Deut.4.4	b
Gen.2.24	1Pet.3.1-1Pet.3.7	d
Gen.2.24	Ps.45.10	d
Gen.2.25	Isa.47.3	d
Gen.3.1	2Cor.11.14	d
Gen.3.1	Matt.4.3	d
Gen.3.1	Matt.4.6	d
Gen.3.3	Gen.2.16-Gen.2.17	b
Gen.3.4	John.8.44	d
Gen.3.4	2Kgs.1.4	b
Gen.3.4	2Kgs.1.6	b
Gen.3.4	Deut.29.19	d
Gen.3.4	2Kgs.1.16	b
Gen.3.4	2Cor.2.11	d
Gen.3.4	2Kgs.8.10	b
Gen.3.5	Dan.4.30	d
Gen.3.5	Ezek.28.2	d
Gen.3.5	Isa.14.14	d
Gen.3.5	Gen.2.17	b
Gen.3.5	2Thess.2.4	d
Gen.3.5	2Cor.11.13-2Cor.11.15	d
Gen.3.5	Acts.26.18	b
Gen.3.5	Rev.13.14	d
Gen.3.5	1Kgs.22.6	d
Gen.3.5	Acts.12.22-Acts.12.23	d
Gen.3.5	Ps.12.4	d
Gen.3.5	Jer.14.13-Jer.14.14	d
Gen.3.5	Exod.20.7	d
Gen.3.5	Rev.13.4	d
Gen.3.5	2Cor.11.3	d
Gen.3.5	2Cor.4.4	d
Gen.3.5	Ezek.28.9	d
Gen.3.6	Josh.7.21	b
Gen.3.6	Rom.5.12-Rom.5.19	d
Gen.3.6	Hos.6.7	d
Gen.3.6	Ezek.24.16	b
Gen.3.6	Ezek.24.25	b
Gen.3.6	Ezek.24.21	b
Gen.3.6	Jas.1.14-Jas.1.15	d
Gen.3.6	Judg.16.1-Judg.16.2	b
Gen.3.7	Job.9.29-Job.9.31	d
Gen.3.8	Deut.4.33	b
Gen.3.8	Job.31.33	b
Gen.3.8	Job.38.1	d
Gen.3.8	Heb.4.13	d
Gen.3.8	Jer.23.24	d
Gen.3.8	Deut.23.14	b
Gen.3.8	Jonah.1.9-Jonah.1.10	b
Gen.3.8	Amos.9.2-Amos.9.3	b
Gen.3.8	Deut.5.25	b
Gen.3.8	Prov.15.3	d
Gen.3.8	Ps.139.1-Ps.139.12	d
Gen.3.9	Gen.11.5	d
Gen.3.9	Gen.18.20-Gen.18.21	d
Gen.3.9	Rev.20.12-Rev.20.13	d
Gen.3.9	Gen.16.8	d
Gen.3.10	Isa.47.3	d
Gen.3.10	Exod.3.6	b
Gen.3.10	1John.3.20	d
Gen.3.11	Ps.50.21	d
Gen.3.11	Gen.4.10	d
Gen.3.11	Rom.3.20	d
Gen.3.12	Job.31.33	d
Gen.3.12	Jas.1.13-Jas.1.15	d
Gen.3.12	Rom.10.3	d
Gen.3.12	Prov.28.13	d
Gen.3.13	2Sam.12.9-2Sam.12.12	d
Gen.3.13	2Cor.11.3	b
Gen.3.14	Isa.65.25	b
Gen.3.14	Gen.9.6	d
Gen.3.14	Mic.7.17	b
Gen.3.14	Deut.28.15-Deut.28.20	b
Gen.3.15	John.14.30-John.14.31	d
Gen.3.15	Matt.4.1-Matt.4.10	d
Gen.3.15	Rev.20.7-Rev.20.8	d
Gen.3.15	Rev.20.1-Rev.20.3	d
Gen.3.15	Rev.12.17	b
Gen.3.15	1John.3.10	d
Gen.3.15	Num.21.6-Num.21.7	d
Gen.3.15	Isa.53.3-Isa.53.4	d
Gen.3.15	Rev.12.7-Rev.12.13	d
Gen.3.15	Ps.132.11	d
Gen.3.15	Rev.15.1-Rev.15.6	d
Gen.3.15	Rev.2.10	d
Gen.3.15	Acts.28.3-Acts.28.6	d
Gen.3.15	Heb.2.18	d
Gen.3.15	John.8.44	d
Gen.3.15	1John.3.8	d
Gen.3.15	Acts.13.10	d
Gen.3.15	Luke.1.31-Luke.1.35	d
Gen.3.15	Luke.22.53	d
Gen.3.15	Isa.53.12	d
Gen.3.15	Rev.20.10	d
Gen.3.15	John.12.31-John.12.33	d
Gen.3.15	Matt.1.23	d
Gen.3.15	Col.2.15	d
Gen.3.15	Eph.4.8	d
Gen.3.15	Luke.22.39-Luke.22.44	d
Gen.3.15	Rom.3.13	d
Gen.3.15	Luke.10.19	d
Gen.3.15	Rev.13.7	d
Gen.3.15	Mic.5.3	d
Gen.3.15	Heb.2.14-Heb.2.15	d
Gen.3.15	1John.5.5	d
Gen.3.15	Matt.23.33	d
Gen.3.15	Matt.12.34	d
Gen.3.15	Isa.7.14	d
Gen.3.15	Heb.5.7	d
Gen.3.15	Matt.3.7	d
Gen.3.16	Eph.5.22-Eph.5.24	b
Gen.3.16	Gen.4.7	b
Gen.3.16	Isa.13.8	b
Gen.3.16	John.16.21	b
Gen.3.16	1Cor.14.34	d
Gen.3.16	Jer.49.24	b
Gen.3.16	Jer.13.21	b
Gen.3.16	1Tim.2.15	d
Gen.3.17	John.16.33	d
Gen.3.17	Isa.24.5-Isa.24.6	d
Gen.3.17	Gen.5.29	b
Gen.3.17	Jer.7.23-Jer.7.24	b
Gen.3.17	Rom.8.20-Rom.8.22	d
Gen.3.17	Gen.2.16-Gen.2.17	b
Gen.3.17	Job.14.1	d
Gen.3.17	Ps.127.2	b
Gen.3.17	Eccl.5.17	b
Gen.3.18	Ps.104.14-Ps.104.15	b
Gen.3.18	Job.5.5	b
Gen.3.18	Rom.14.2	b
Gen.3.18	Job.31.40	b
Gen.3.19	Gen.2.7	b
Gen.3.19	Ps.104.29	b
Gen.3.19	Eccl.1.3	d
Gen.3.19	Gen.23.4	d
Gen.3.19	Eccl.12.7	b
Gen.3.19	Eph.4.28	d
Gen.3.19	Ps.22.29	b
Gen.3.19	Gen.18.27	b
Gen.3.19	1Cor.15.21-1Cor.15.22	d
Gen.3.20	Gen.2.20	b
Gen.3.20	Gen.2.23	b
Gen.3.20	Acts.17.26	d
Gen.3.21	Rom.3.22	d
Gen.3.21	2Cor.5.21	d
Gen.3.22	Rev.22.2	b
Gen.3.22	Ps.22.26	b
Gen.3.22	Gen.1.26	d
Gen.3.22	Isa.19.12-Isa.19.13	b
Gen.3.22	Rev.2.7	b
Gen.3.22	John.6.48-John.6.58	b
Gen.3.22	Rev.22.14	b
Gen.3.22	Gen.2.9	b
Gen.3.22	Prov.3.18	b
Gen.3.22	Isa.47.12-Isa.47.13	d
Gen.3.23	Gen.4.12	b
Gen.3.23	Gen.2.5	b
Gen.3.23	Eccl.5.9	d
Gen.3.24	Gen.2.8-Gen.2.9	b
Gen.3.24	Num.22.23	b
Gen.3.24	Heb.1.7	d
Gen.4.1	Gen.3.15	d
Gen.4.2	Gen.47.3	d
Gen.4.2	John.8.44	d
Gen.4.2	1John.3.12	b
Gen.4.3	1Kgs.17.7	b
Gen.4.3	Neh.13.6	b
Gen.4.4	Heb.9.22	d
Gen.4.4	Judg.6.21	d
Gen.4.4	Lev.3.16-Lev.3.17	b
Gen.4.4	Num.18.12	b
Gen.4.4	1Pet.1.19-1Pet.1.20	d
Gen.4.4	Num.18.17	b
Gen.4.4	Prov.3.9	d
Gen.4.4	1Kgs.18.38	d
Gen.4.4	Gen.15.17	d
Gen.4.4	Heb.11.4	b
Gen.4.4	Lev.9.24	b
Gen.4.5	Job.5.2	d
Gen.4.5	Luke.15.28-Luke.15.30	d
Gen.4.5	Heb.11.4	b
Gen.4.5	Num.16.15	b
Gen.4.5	Isa.3.10-Isa.3.11	d
Gen.4.5	Acts.13.45	d
Gen.4.6	Job.5.2	d
Gen.4.6	Luke.15.31-Luke.15.32	d
Gen.4.6	Isa.1.18	d
Gen.4.7	Prov.21.27	d
Gen.4.7	Jer.6.20	d
Gen.4.7	Heb.11.4	d
Gen.4.7	Rom.12.1	d
Gen.4.7	Mal.1.10	b
Gen.4.7	Rom.14.18	d
Gen.4.7	1Pet.2.5	d
Gen.4.7	Rom.15.16	d
Gen.4.7	Job.29.4	d
Gen.4.7	1Tim.5.4	d
Gen.4.7	Gen.3.16	b
Gen.4.8	1John.3.12-1John.3.15	b
Gen.4.8	Ps.24.3-Ps.24.6	d
Gen.4.8	2Sam.14.6	b
Gen.4.8	Mic.7.6	d
Gen.4.8	Ps.55.21	d
Gen.4.8	Prov.26.24-Prov.26.26	d
Gen.4.8	Matt.23.35	b
Gen.4.9	Ps.10.13-Ps.10.14	d
Gen.4.9	Ps.9.12	d
Gen.4.9	Prov.28.13	d
Gen.4.9	John.8.44	d
Gen.4.10	2Kgs.9.26	b
Gen.4.10	Heb.11.4	d
Gen.4.10	Job.31.38-Job.31.39	d
Gen.4.10	Rev.6.9-Rev.6.10	b
Gen.4.10	Isa.5.7	d
Gen.4.11	Rev.12.16	b
Gen.4.11	Job.31.38-Job.31.40	d
Gen.4.12	Hos.9.17	d
Gen.4.12	Lev.26.36	d
Gen.4.12	Lev.26.20	b
Gen.4.13	Job.15.22	d
Gen.4.13	Rev.16.9	d
Gen.4.14	Job.15.20-Job.15.24	d
Gen.4.14	Prov.28.1	d
Gen.4.14	Isa.8.22	b
Gen.4.14	2Thess.1.9	d
Gen.4.14	Matt.25.46	d
Gen.4.14	Gen.9.5-Gen.9.6	d
Gen.4.15	Ezek.9.4	b
Gen.4.15	Ezek.9.6	b
Gen.4.15	Ps.59.11	b
Gen.4.15	Rev.14.11	b
Gen.4.15	Ps.79.12	b
Gen.4.16	Exod.20.18	d
Gen.4.16	Job.1.12	b
Gen.4.16	Job.2.7	b
Gen.4.17	Gen.5.22	b
Gen.4.17	Eccl.2.4-Eccl.2.11	b
Gen.4.17	Gen.11.4	b
Gen.4.17	2Sam.18.18	b
Gen.4.18	Gen.5.21	b
Gen.4.18	Gen.36.2	d
Gen.4.19	Gen.2.24	d
Gen.4.20	Jer.35.9-Jer.35.10	b
Gen.4.20	Gen.25.27	b
Gen.4.21	Job.21.12	b
Gen.4.22	Deut.33.25	b
Gen.4.22	Num.31.22	b
Gen.4.22	Deut.8.9	b
Gen.4.22	2Chr.2.7	b
Gen.4.25	1Chr.1.1	b
Gen.4.25	Gen.5.3-Gen.5.4	b
Gen.4.25	Luke.3.38	b
Gen.4.26	Luke.3.38	b
Gen.4.26	Deut.26.17-Deut.26.18	d
Gen.4.26	Zeph.3.9	b
Gen.4.26	Jer.33.16	b
Gen.4.26	1Kgs.18.24	b
Gen.4.26	Eph.3.14-Eph.3.15	d
Gen.5.1	Eccl.12.1	d
Gen.5.1	Matt.1.1	b
Gen.5.1	Gen.1.26-Gen.1.27	b
Gen.5.1	Heb.12.9	d
Gen.5.1	Gen.2.4	b
Gen.5.1	Heb.1.3	d
Gen.5.1	2Cor.3.18	d
Gen.5.1	1Cor.11.7	d
Gen.5.1	Eccl.7.29	d
Gen.5.2	Matt.19.4	b
Gen.5.2	Acts.17.26	d
Gen.5.2	Gen.1.27	b
Gen.5.2	Mark.10.6	b
Gen.5.2	Gen.2.23	b
Gen.5.2	Mal.2.15	d
Gen.5.3	Ps.14.2-Ps.14.3	d
Gen.5.3	Gen.4.25	b
Gen.5.3	Job.25.4	d
Gen.5.3	Eph.2.3	d
Gen.5.3	Job.15.14-Job.15.16	d
Gen.5.3	Job.14.4	d
Gen.5.3	Rom.5.12	d
Gen.5.3	1Cor.15.39	d
Gen.5.3	John.3.6	d
Gen.5.4	Luke.3.36-Luke.3.38	b
Gen.5.4	Ps.144.12	b
Gen.5.5	Heb.9.27	d
Gen.5.5	Ps.49.7-Ps.49.10	d
Gen.5.5	Eccl.12.7	d
Gen.5.5	Eccl.12.5	d
Gen.5.5	2Sam.14.14	d
Gen.5.5	Gen.3.19	d
Gen.5.5	Ezek.18.4	d
Gen.5.6	Gen.4.26	b
Gen.5.9	1Chr.1.2	b
Gen.5.12	Luke.3.37	b
Gen.5.15	1Chr.1.2	b
Gen.5.18	Luke.3.37	b
Gen.5.18	1Chr.1.3	d
Gen.5.21	Luke.3.37	b
Gen.5.22	Heb.11.5-Heb.11.6	b
Gen.5.22	Deut.13.4	b
Gen.5.22	Gen.17.1	b
Gen.5.24	Luke.23.43	d
Gen.5.24	Gen.42.36	d
Gen.5.24	Heb.11.5-Heb.11.6	b
Gen.5.24	2Kgs.2.11	d
Gen.5.25	Gen.4.18	b
Gen.5.29	Gen.3.17-Gen.3.19	b
Gen.5.29	Gen.7.23	b
Gen.5.29	Gen.4.11-Gen.4.12	b
Gen.5.32	Gen.10.1	b
Gen.5.32	Gen.9.18-Gen.9.19	b
Gen.5.32	Gen.10.21	b
Gen.5.32	Gen.6.10	b
Gen.5.32	Gen.7.13	b
Gen.5.32	1Chr.1.4-1Chr.1.28	b
Gen.5.32	Gen.9.22-Gen.9.27	b
Gen.6.1	Gen.1.28	b
Gen.6.2	1John.2.16	d
Gen.6.2	Neh.13.24-Neh.13.27	b
Gen.6.2	Rom.9.7-Rom.9.8	d
Gen.6.2	Exod.4.22-Exod.4.23	d
Gen.6.2	John.8.41-John.8.42	d
Gen.6.2	2Pet.2.14	d
Gen.6.2	Ps.82.6-Ps.82.7	d
Gen.6.2	Josh.23.12-Josh.23.13	d
Gen.6.2	Deut.14.1	d
Gen.6.3	Neh.9.30	b
Gen.6.3	Jer.11.7	d
Gen.6.3	Jude.1.14-Jude.1.15	d
Gen.6.3	1Pet.3.18-1Pet.3.20	b
Gen.6.3	Isa.5.4	d
Gen.6.3	Jer.11.11	d
Gen.6.4	1Sam.17.4	d
Gen.6.4	Num.13.33	b
Gen.6.4	Num.16.2	b
Gen.6.4	2Sam.21.15-2Sam.21.22	b
Gen.6.4	Deut.2.20-Deut.2.21	b
Gen.6.4	Deut.3.11	b
Gen.6.5	Ezek.8.9	d
Gen.6.5	Rom.3.9-Rom.3.19	d
Gen.6.5	Jer.4.14	b
Gen.6.5	Mark.7.21-Mark.7.23	b
Gen.6.5	Deut.29.19	b
Gen.6.5	Rom.1.28-Rom.1.31	b
Gen.6.5	Gen.13.13	d
Gen.6.5	Ps.53.2	d
Gen.6.5	Matt.15.19	b
Gen.6.5	Titus.3.3	d
Gen.6.5	Prov.6.18	b
Gen.6.5	Gen.8.21	b
Gen.6.5	Job.15.16	d
